Start Time,End Time,Category,Timestamp,Heart Rate,Source Name
16/10/22 1:32,16/10/22 1:41,Light/Core,16/10/22 1:32,61,Apple Watch SE 2020
16/10/22 1:41,16/10/22 2:02,REM,16/10/22 1:44,64,Apple Watch SE 2020
16/10/22 2:02,16/10/22 2:22,Light/Core,16/10/22 2:04,59,Apple Watch SE 2020
16/10/22 2:22,16/10/22 2:42,Deep,16/10/22 2:22,60,Apple Watch SE 2020
16/10/22 2:42,16/10/22 3:16,Light/Core,16/10/22 2:45,60,Apple Watch SE 2020
16/10/22 3:16,16/10/22 3:16,Awake,16/10/22 3:18,58,Apple Watch SE 2020
16/10/22 3:16,16/10/22 3:20,Light/Core,16/10/22 3:18,58,Apple Watch SE 2020
16/10/22 3:20,16/10/22 3:21,Awake,16/10/22 3:18,58,Apple Watch SE 2020
16/10/22 3:21,16/10/22 3:43,Light/Core,16/10/22 3:23,58,Apple Watch SE 2020
16/10/22 3:43,16/10/22 3:44,REM,16/10/22 3:43,58,Apple Watch SE 2020
16/10/22 3:44,16/10/22 3:45,Light/Core,16/10/22 3:43,58,Apple Watch SE 2020
16/10/22 3:45,16/10/22 4:05,REM,16/10/22 3:43,58,Apple Watch SE 2020
16/10/22 4:05,16/10/22 4:31,Light/Core,16/10/22 4:03,60,Apple Watch SE 2020
16/10/22 4:31,16/10/22 4:49,Deep,16/10/22 4:32,58,Apple Watch SE 2020
16/10/22 4:49,16/10/22 5:36,Light/Core,16/10/22 4:47,60,Apple Watch SE 2020
16/10/22 5:36,16/10/22 5:38,REM,16/10/22 5:33,55,Apple Watch SE 2020
16/10/22 5:38,16/10/22 5:41,Awake,16/10/22 5:41,59,Apple Watch SE 2020
16/10/22 5:41,16/10/22 5:45,Light/Core,16/10/22 5:41,59,Apple Watch SE 2020
16/10/22 5:45,16/10/22 6:18,REM,16/10/22 5:47,62,Apple Watch SE 2020
16/10/22 6:18,16/10/22 6:20,Awake,16/10/22 6:19,53,Apple Watch SE 2020
16/10/22 6:20,16/10/22 7:26,Light/Core,16/10/22 6:19,53,Apple Watch SE 2020
16/10/22 7:26,16/10/22 7:27,REM,16/10/22 7:25,58,Apple Watch SE 2020
16/10/22 7:27,16/10/22 7:28,Awake,16/10/22 7:29,59,Apple Watch SE 2020
16/10/22 7:28,16/10/22 7:29,Light/Core,16/10/22 7:29,59,Apple Watch SE 2020
16/10/22 7:29,16/10/22 7:37,REM,16/10/22 7:29,59,Apple Watch SE 2020
16/10/22 7:37,16/10/22 7:39,Awake,16/10/22 7:41,59,Apple Watch SE 2020
16/10/22 7:39,16/10/22 7:41,Light/Core,16/10/22 7:41,59,Apple Watch SE 2020
16/10/22 7:41,16/10/22 7:42,REM,16/10/22 7:41,59,Apple Watch SE 2020
16/10/22 7:42,16/10/22 7:43,Awake,16/10/22 7:41,59,Apple Watch SE 2020
16/10/22 7:43,16/10/22 7:48,Light/Core,16/10/22 7:45,62,Apple Watch SE 2020
17/10/22 0:11,17/10/22 0:13,Light/Core,17/10/22 0:08,71,Apple Watch SE 2020
17/10/22 0:13,17/10/22 0:15,Awake,17/10/22 0:14,69,Apple Watch SE 2020
17/10/22 0:15,17/10/22 0:27,Light/Core,17/10/22 0:14,69,Apple Watch SE 2020
17/10/22 0:27,17/10/22 0:43,Deep,17/10/22 0:27,60,Apple Watch SE 2020
17/10/22 0:43,17/10/22 0:57,Light/Core,17/10/22 0:44,61,Apple Watch SE 2020
17/10/22 0:57,17/10/22 1:11,Deep,17/10/22 1:01,73,Apple Watch SE 2020
17/10/22 1:11,17/10/22 1:28,Light/Core,17/10/22 1:11,73,Apple Watch SE 2020
17/10/22 1:28,17/10/22 1:29,REM,17/10/22 1:28,63,Apple Watch SE 2020
17/10/22 1:29,17/10/22 1:32,Light/Core,17/10/22 1:28,63,Apple Watch SE 2020
17/10/22 1:32,17/10/22 1:54,REM,17/10/22 1:35,64,Apple Watch SE 2020
17/10/22 1:54,17/10/22 2:14,Light/Core,17/10/22 1:56,60,Apple Watch SE 2020
17/10/22 2:14,17/10/22 2:22,Deep,17/10/22 2:13,63,Apple Watch SE 2020
17/10/22 2:22,17/10/22 2:37,Light/Core,17/10/22 2:24,61,Apple Watch SE 2020
17/10/22 2:37,17/10/22 2:47,Deep,17/10/22 2:37,72,Apple Watch SE 2020
17/10/22 2:47,17/10/22 3:13,Light/Core,17/10/22 2:49,66,Apple Watch SE 2020
17/10/22 3:13,17/10/22 3:14,Awake,17/10/22 3:13,69.0508,Apple Watch SE 2020
17/10/22 3:14,17/10/22 3:21,Light/Core,17/10/22 3:13,69.0508,Apple Watch SE 2020
17/10/22 3:21,17/10/22 3:41,REM,17/10/22 3:18,62,Apple Watch SE 2020
17/10/22 3:41,17/10/22 3:42,Light/Core,17/10/22 3:42,61,Apple Watch SE 2020
17/10/22 3:42,17/10/22 3:43,Awake,17/10/22 3:42,61,Apple Watch SE 2020
17/10/22 3:43,17/10/22 4:18,Light/Core,17/10/22 3:42,61,Apple Watch SE 2020
17/10/22 4:18,17/10/22 4:25,Deep,17/10/22 4:17,62,Apple Watch SE 2020
17/10/22 4:25,17/10/22 4:56,Light/Core,17/10/22 4:27,61,Apple Watch SE 2020
17/10/22 4:56,17/10/22 5:23,REM,17/10/22 4:53,59,Apple Watch SE 2020
17/10/22 5:23,17/10/22 5:24,Awake,17/10/22 5:22,59,Apple Watch SE 2020
17/10/22 5:24,17/10/22 6:09,Light/Core,17/10/22 5:22,59,Apple Watch SE 2020
17/10/22 6:09,17/10/22 6:13,Deep,17/10/22 6:08,62,Apple Watch SE 2020
17/10/22 6:13,17/10/22 6:14,Light/Core,17/10/22 6:13,60,Apple Watch SE 2020
17/10/22 6:14,17/10/22 6:15,Awake,17/10/22 6:13,60,Apple Watch SE 2020
17/10/22 6:15,17/10/22 6:36,Light/Core,17/10/22 6:17,61,Apple Watch SE 2020
17/10/22 6:36,17/10/22 6:37,Awake,17/10/22 6:34,60,Apple Watch SE 2020
17/10/22 6:37,17/10/22 6:39,Light/Core,17/10/22 6:38,60,Apple Watch SE 2020
17/10/22 6:39,17/10/22 6:39,Awake,17/10/22 6:38,60,Apple Watch SE 2020
17/10/22 6:39,17/10/22 6:48,Light/Core,17/10/22 6:38,60,Apple Watch SE 2020
17/10/22 6:48,17/10/22 7:14,REM,17/10/22 6:48,62,Apple Watch SE 2020
17/10/22 7:14,17/10/22 7:50,Light/Core,17/10/22 7:13,59.42,Apple Watch SE 2020
18/10/22 1:01,18/10/22 1:51,Light/Core,18/10/22 1:00,73,Apple Watch SE 2020
18/10/22 1:51,18/10/22 2:00,Deep,18/10/22 1:52,65,Apple Watch SE 2020
18/10/22 2:00,18/10/22 2:01,Light/Core,18/10/22 1:59,68,Apple Watch SE 2020
18/10/22 2:01,18/10/22 2:02,Awake,18/10/22 1:59,68,Apple Watch SE 2020
18/10/22 2:02,18/10/22 2:07,Light/Core,18/10/22 2:03,65,Apple Watch SE 2020
18/10/22 2:07,18/10/22 2:25,REM,18/10/22 2:07,72,Apple Watch SE 2020
18/10/22 2:25,18/10/22 2:42,Light/Core,18/10/22 2:22,63,Apple Watch SE 2020
18/10/22 2:42,18/10/22 2:47,Deep,18/10/22 2:45,72,Apple Watch SE 2020
18/10/22 2:47,18/10/22 3:03,Light/Core,18/10/22 2:45,72,Apple Watch SE 2020
18/10/22 3:03,18/10/22 3:10,Deep,18/10/22 3:02,73,Apple Watch SE 2020
18/10/22 3:10,18/10/22 3:10,Light/Core,18/10/22 3:08,71,Apple Watch SE 2020
18/10/22 3:10,18/10/22 3:11,Awake,18/10/22 3:12,64,Apple Watch SE 2020
18/10/22 3:11,18/10/22 3:39,Light/Core,18/10/22 3:12,64,Apple Watch SE 2020
18/10/22 3:39,18/10/22 4:34,REM,18/10/22 3:38,65,Apple Watch SE 2020
18/10/22 4:34,18/10/22 5:04,Light/Core,18/10/22 4:33,64,Apple Watch SE 2020
18/10/22 5:04,18/10/22 5:06,Deep,18/10/22 5:02,66,Apple Watch SE 2020
18/10/22 5:06,18/10/22 5:38,Light/Core,18/10/22 5:08,64,Apple Watch SE 2020
18/10/22 5:38,18/10/22 5:39,Awake,18/10/22 5:35,67,Apple Watch SE 2020
18/10/22 5:39,18/10/22 5:55,Light/Core,18/10/22 5:41,61,Apple Watch SE 2020
18/10/22 5:55,18/10/22 5:59,REM,18/10/22 5:53,61,Apple Watch SE 2020
18/10/22 5:59,18/10/22 5:59,Awake,18/10/22 6:00,67,Apple Watch SE 2020
18/10/22 5:59,18/10/22 6:03,Light/Core,18/10/22 6:00,67,Apple Watch SE 2020
18/10/22 6:03,18/10/22 6:09,REM,18/10/22 6:02,62,Apple Watch SE 2020
18/10/22 6:09,18/10/22 6:47,Light/Core,18/10/22 6:07,63,Apple Watch SE 2020
18/10/22 6:47,18/10/22 6:56,Deep,18/10/22 6:47,69,Apple Watch SE 2020
18/10/22 6:56,18/10/22 7:08,Light/Core,18/10/22 6:52,70,Apple Watch SE 2020
18/10/22 7:08,18/10/22 7:09,Awake,18/10/22 7:11,61,Apple Watch SE 2020
18/10/22 7:09,18/10/22 7:11,Light/Core,18/10/22 7:11,61,Apple Watch SE 2020
18/10/22 7:11,18/10/22 7:12,Awake,18/10/22 7:11,61,Apple Watch SE 2020
18/10/22 7:12,18/10/22 7:16,Light/Core,18/10/22 7:13,63.7344,Apple Watch SE 2020
18/10/22 7:16,18/10/22 7:24,REM,18/10/22 7:15,63,Apple Watch SE 2020
18/10/22 7:24,18/10/22 7:25,Awake,18/10/22 7:26,63,Apple Watch SE 2020
18/10/22 7:25,18/10/22 7:37,REM,18/10/22 7:26,63,Apple Watch SE 2020
18/10/22 7:37,18/10/22 7:39,Awake,18/10/22 7:36,75,Apple Watch SE 2020
18/10/22 7:39,18/10/22 7:49,Light/Core,18/10/22 7:38,66,Apple Watch SE 2020
19/10/22 0:37,19/10/22 0:58,Light/Core,19/10/22 0:37,62,Apple Watch SE 2020
19/10/22 0:58,19/10/22 1:04,Deep,19/10/22 0:59,61,Apple Watch SE 2020
19/10/22 1:04,19/10/22 1:08,Light/Core,19/10/22 1:04,60,Apple Watch SE 2020
19/10/22 1:08,19/10/22 1:10,Deep,19/10/22 1:08,64,Apple Watch SE 2020
19/10/22 1:10,19/10/22 1:30,Light/Core,19/10/22 1:12,62,Apple Watch SE 2020
19/10/22 1:30,19/10/22 1:32,Deep,19/10/22 1:31,69,Apple Watch SE 2020
19/10/22 1:32,19/10/22 1:32,Light/Core,19/10/22 1:31,69,Apple Watch SE 2020
19/10/22 1:32,19/10/22 1:49,Deep,19/10/22 1:31,69,Apple Watch SE 2020
19/10/22 1:49,19/10/22 1:50,Awake,19/10/22 1:51,67,Apple Watch SE 2020
19/10/22 1:50,19/10/22 2:07,Light/Core,19/10/22 1:51,67,Apple Watch SE 2020
19/10/22 2:07,19/10/22 2:07,REM,19/10/22 2:04,73,Apple Watch SE 2020
19/10/22 2:07,19/10/22 2:47,Light/Core,19/10/22 2:10,68,Apple Watch SE 2020
19/10/22 2:47,19/10/22 3:01,Deep,19/10/22 2:50,61,Apple Watch SE 2020
19/10/22 3:01,19/10/22 3:46,Light/Core,19/10/22 3:04,61,Apple Watch SE 2020
19/10/22 3:46,19/10/22 3:47,Awake,19/10/22 3:45,61,Apple Watch SE 2020
19/10/22 3:47,19/10/22 3:48,Light/Core,19/10/22 3:45,61,Apple Watch SE 2020
19/10/22 3:48,19/10/22 3:49,Awake,19/10/22 3:50,60,Apple Watch SE 2020
19/10/22 3:49,19/10/22 4:00,Light/Core,19/10/22 3:50,60,Apple Watch SE 2020
19/10/22 4:00,19/10/22 4:00,REM,19/10/22 3:58,59,Apple Watch SE 2020
19/10/22 4:00,19/10/22 4:01,Light/Core,19/10/22 3:58,59,Apple Watch SE 2020
19/10/22 4:01,19/10/22 4:29,REM,19/10/22 4:03,60,Apple Watch SE 2020
19/10/22 4:29,19/10/22 4:58,Light/Core,19/10/22 4:28,61,Apple Watch SE 2020
19/10/22 4:58,19/10/22 5:02,Deep,19/10/22 4:59,69,Apple Watch SE 2020
19/10/22 5:02,19/10/22 5:10,Light/Core,19/10/22 5:02,64,Apple Watch SE 2020
19/10/22 5:10,19/10/22 5:20,Deep,19/10/22 5:08,67,Apple Watch SE 2020
19/10/22 5:20,19/10/22 5:42,Light/Core,19/10/22 5:18,71,Apple Watch SE 2020
19/10/22 5:42,19/10/22 6:04,REM,19/10/22 5:43,66,Apple Watch SE 2020
19/10/22 6:04,19/10/22 6:05,Light/Core,19/10/22 6:02,64,Apple Watch SE 2020
19/10/22 6:05,19/10/22 6:07,REM,19/10/22 6:02,64,Apple Watch SE 2020
19/10/22 6:07,19/10/22 6:07,Light/Core,19/10/22 6:10,60,Apple Watch SE 2020
19/10/22 6:07,19/10/22 6:08,Awake,19/10/22 6:10,60,Apple Watch SE 2020
19/10/22 6:08,19/10/22 6:52,Light/Core,19/10/22 6:10,60,Apple Watch SE 2020
19/10/22 6:52,19/10/22 6:53,Awake,19/10/22 6:54,60,Apple Watch SE 2020
19/10/22 6:53,19/10/22 6:54,Light/Core,19/10/22 6:54,60,Apple Watch SE 2020
19/10/22 6:54,19/10/22 6:56,Awake,19/10/22 6:54,60,Apple Watch SE 2020
19/10/22 6:56,19/10/22 7:09,Light/Core,19/10/22 6:54,60,Apple Watch SE 2020
19/10/22 7:09,19/10/22 7:24,Awake,19/10/22 7:09,67,Apple Watch SE 2020
19/10/22 7:24,19/10/22 7:25,Light/Core,19/10/22 7:23,60,Apple Watch SE 2020
19/10/22 23:44,19/10/22 23:58,Light/Core,19/10/22 23:43,84,Apple Watch SE 2020
19/10/22 23:58,20/10/22 0:01,Deep,19/10/22 23:57,74,Apple Watch SE 2020
20/10/22 0:01,20/10/22 0:13,Light/Core,20/10/22 0:02,69,Apple Watch SE 2020
20/10/22 0:13,20/10/22 0:31,Deep,20/10/22 0:12,74,Apple Watch SE 2020
20/10/22 0:31,20/10/22 0:36,Light/Core,20/10/22 0:35,68,Apple Watch SE 2020
20/10/22 0:36,20/10/22 0:40,Deep,20/10/22 0:37,73,Apple Watch SE 2020
20/10/22 0:40,20/10/22 0:49,Light/Core,20/10/22 0:37,73,Apple Watch SE 2020
20/10/22 0:49,20/10/22 1:02,REM,20/10/22 0:47,72,Apple Watch SE 2020
20/10/22 1:02,20/10/22 1:32,Light/Core,20/10/22 1:02,69,Apple Watch SE 2020
20/10/22 1:32,20/10/22 1:53,Deep,20/10/22 1:32,73,Apple Watch SE 2020
20/10/22 1:53,20/10/22 1:53,Awake,20/10/22 1:51,71,Apple Watch SE 2020
20/10/22 1:53,20/10/22 2:48,Light/Core,20/10/22 1:51,71,Apple Watch SE 2020
20/10/22 2:48,20/10/22 2:57,REM,20/10/22 2:47,71,Apple Watch SE 2020
20/10/22 2:57,20/10/22 3:01,Light/Core,20/10/22 2:57,71,Apple Watch SE 2020
20/10/22 3:01,20/10/22 3:03,REM,20/10/22 3:03,71,Apple Watch SE 2020
20/10/22 3:03,20/10/22 3:42,Light/Core,20/10/22 3:03,71,Apple Watch SE 2020
20/10/22 3:42,20/10/22 3:47,Deep,20/10/22 3:43,68,Apple Watch SE 2020
20/10/22 3:47,20/10/22 4:32,Light/Core,20/10/22 3:50,65,Apple Watch SE 2020
20/10/22 4:32,20/10/22 4:59,REM,20/10/22 4:32,66,Apple Watch SE 2020
20/10/22 4:59,20/10/22 5:24,Light/Core,20/10/22 4:57,65,Apple Watch SE 2020
20/10/22 5:24,20/10/22 5:33,Deep,20/10/22 5:22,67,Apple Watch SE 2020
20/10/22 5:33,20/10/22 5:55,Light/Core,20/10/22 5:33,65,Apple Watch SE 2020
20/10/22 5:55,20/10/22 5:59,Awake,20/10/22 5:56,60,Apple Watch SE 2020
20/10/22 5:59,20/10/22 6:02,Light/Core,20/10/22 5:56,60,Apple Watch SE 2020
20/10/22 6:02,20/10/22 6:02,Awake,20/10/22 6:02,62,Apple Watch SE 2020
20/10/22 6:02,20/10/22 6:06,Light/Core,20/10/22 6:02,62,Apple Watch SE 2020
20/10/22 6:06,20/10/22 6:18,REM,20/10/22 6:06,61,Apple Watch SE 2020
20/10/22 6:18,20/10/22 6:21,Awake,20/10/22 6:21,66,Apple Watch SE 2020
20/10/22 6:21,20/10/22 6:24,Light/Core,20/10/22 6:21,66,Apple Watch SE 2020
20/10/22 6:24,20/10/22 6:25,Awake,20/10/22 6:22,62,Apple Watch SE 2020
20/10/22 6:25,20/10/22 6:59,Light/Core,20/10/22 6:22,62,Apple Watch SE 2020
21/10/22 0:45,21/10/22 0:58,Light/Core,21/10/22 0:47,81,Apple Watch SE 2020
21/10/22 0:58,21/10/22 1:18,Deep,21/10/22 1:00,76,Apple Watch SE 2020
21/10/22 1:18,21/10/22 1:18,Light/Core,21/10/22 1:20,66,Apple Watch SE 2020
21/10/22 1:18,21/10/22 1:19,Awake,21/10/22 1:20,66,Apple Watch SE 2020
21/10/22 1:19,21/10/22 1:53,Light/Core,21/10/22 1:20,66,Apple Watch SE 2020
21/10/22 1:53,21/10/22 2:08,Deep,21/10/22 1:52,65,Apple Watch SE 2020
21/10/22 2:08,21/10/22 2:17,Light/Core,21/10/22 2:08,64,Apple Watch SE 2020
21/10/22 2:17,21/10/22 2:43,REM,21/10/22 2:19,66,Apple Watch SE 2020
21/10/22 2:43,21/10/22 2:44,Awake,21/10/22 2:43,63,Apple Watch SE 2020
21/10/22 2:44,21/10/22 2:47,Light/Core,21/10/22 2:43,63,Apple Watch SE 2020
21/10/22 2:47,21/10/22 2:52,REM,21/10/22 2:51,64,Apple Watch SE 2020
21/10/22 2:52,21/10/22 3:13,Light/Core,21/10/22 2:52,65,Apple Watch SE 2020
21/10/22 3:13,21/10/22 3:24,Deep,21/10/22 3:13,65.7819,Apple Watch SE 2020
21/10/22 3:24,21/10/22 3:40,Light/Core,21/10/22 3:23,65,Apple Watch SE 2020
21/10/22 3:40,21/10/22 3:42,Deep,21/10/22 3:41,60,Apple Watch SE 2020
21/10/22 3:42,21/10/22 3:46,Light/Core,21/10/22 3:42,59,Apple Watch SE 2020
21/10/22 3:46,21/10/22 3:49,Deep,21/10/22 3:47,60,Apple Watch SE 2020
21/10/22 3:49,21/10/22 4:13,Light/Core,21/10/22 3:47,60,Apple Watch SE 2020
21/10/22 4:13,21/10/22 4:13,Awake,21/10/22 4:12,62,Apple Watch SE 2020
21/10/22 4:13,21/10/22 4:20,Light/Core,21/10/22 4:12,62,Apple Watch SE 2020
21/10/22 4:20,21/10/22 4:23,REM,21/10/22 4:19,65,Apple Watch SE 2020
21/10/22 4:23,21/10/22 4:26,Light/Core,21/10/22 4:25,62,Apple Watch SE 2020
21/10/22 4:26,21/10/22 4:27,REM,21/10/22 4:25,62,Apple Watch SE 2020
21/10/22 4:27,21/10/22 4:29,Light/Core,21/10/22 4:25,62,Apple Watch SE 2020
21/10/22 4:29,21/10/22 4:30,REM,21/10/22 4:31,62,Apple Watch SE 2020
21/10/22 4:30,21/10/22 5:42,Light/Core,21/10/22 4:31,62,Apple Watch SE 2020
21/10/22 5:42,21/10/22 6:35,REM,21/10/22 5:43,60,Apple Watch SE 2020
21/10/22 6:35,21/10/22 6:36,Light/Core,21/10/22 6:32,60,Apple Watch SE 2020
21/10/22 6:36,21/10/22 6:37,Awake,21/10/22 6:40,63,Apple Watch SE 2020
21/10/22 6:37,21/10/22 7:07,Light/Core,21/10/22 6:40,63,Apple Watch SE 2020
21/10/22 7:07,21/10/22 7:18,Deep,21/10/22 7:07,70,Apple Watch SE 2020
21/10/22 7:18,21/10/22 7:39,Light/Core,21/10/22 7:17,67,Apple Watch SE 2020
21/10/22 7:39,21/10/22 7:41,Awake,21/10/22 7:39,65,Apple Watch SE 2020
21/10/22 7:41,21/10/22 7:44,Light/Core,21/10/22 7:39,65,Apple Watch SE 2020
21/10/22 7:44,21/10/22 7:47,Awake,21/10/22 7:44,62,Apple Watch SE 2020
21/10/22 7:47,21/10/22 7:54,Light/Core,21/10/22 7:49,64,Apple Watch SE 2020
22/10/22 1:03,22/10/22 1:08,Light/Core,22/10/22 1:02,71,Apple Watch SE 2020
22/10/22 1:08,22/10/22 1:09,Awake,22/10/22 1:08,67,Apple Watch SE 2020
22/10/22 1:09,22/10/22 1:31,Light/Core,22/10/22 1:08,67,Apple Watch SE 2020
22/10/22 1:31,22/10/22 1:36,Deep,22/10/22 1:32,61,Apple Watch SE 2020
22/10/22 1:36,22/10/22 1:40,Light/Core,22/10/22 1:39,59,Apple Watch SE 2020
22/10/22 1:40,22/10/22 1:58,Deep,22/10/22 1:39,59,Apple Watch SE 2020
22/10/22 1:58,22/10/22 2:10,Light/Core,22/10/22 1:57,60,Apple Watch SE 2020
22/10/22 2:10,22/10/22 2:27,REM,22/10/22 2:08,62,Apple Watch SE 2020
22/10/22 2:27,22/10/22 2:51,Light/Core,22/10/22 2:27,60,Apple Watch SE 2020
22/10/22 2:51,22/10/22 2:57,Deep,22/10/22 2:52,59,Apple Watch SE 2020
22/10/22 2:57,22/10/22 3:03,Light/Core,22/10/22 2:57,59,Apple Watch SE 2020
22/10/22 3:03,22/10/22 3:11,Deep,22/10/22 3:02,61,Apple Watch SE 2020
22/10/22 3:11,22/10/22 3:26,Light/Core,22/10/22 3:13,70.6211,Apple Watch SE 2020
22/10/22 3:26,22/10/22 3:33,Deep,22/10/22 3:26,62,Apple Watch SE 2020
22/10/22 3:33,22/10/22 3:54,Light/Core,22/10/22 3:35,59,Apple Watch SE 2020
22/10/22 3:54,22/10/22 3:58,Awake,22/10/22 3:52,58,Apple Watch SE 2020
22/10/22 3:58,22/10/22 4:05,Light/Core,22/10/22 3:59,54,Apple Watch SE 2020
22/10/22 4:05,22/10/22 4:21,REM,22/10/22 4:06,57,Apple Watch SE 2020
22/10/22 4:21,22/10/22 4:22,Awake,22/10/22 4:24,56,Apple Watch SE 2020
22/10/22 4:22,22/10/22 4:41,REM,22/10/22 4:24,56,Apple Watch SE 2020
22/10/22 4:41,22/10/22 5:09,Light/Core,22/10/22 4:39,59,Apple Watch SE 2020
22/10/22 5:09,22/10/22 5:11,Deep,22/10/22 5:07,66,Apple Watch SE 2020
22/10/22 5:11,22/10/22 5:12,Light/Core,22/10/22 5:13,64.2678,Apple Watch SE 2020
22/10/22 5:12,22/10/22 5:13,Awake,22/10/22 5:13,64.2678,Apple Watch SE 2020
22/10/22 5:13,22/10/22 5:37,Light/Core,22/10/22 5:13,64.2678,Apple Watch SE 2020
22/10/22 5:37,22/10/22 5:46,Deep,22/10/22 5:38,64,Apple Watch SE 2020
22/10/22 5:46,22/10/22 5:59,Light/Core,22/10/22 5:42,65,Apple Watch SE 2020
22/10/22 5:59,22/10/22 6:13,REM,22/10/22 5:57,61,Apple Watch SE 2020
22/10/22 6:13,22/10/22 6:56,Light/Core,22/10/22 6:13,63,Apple Watch SE 2020
22/10/22 6:56,22/10/22 7:06,Deep,22/10/22 6:56,67,Apple Watch SE 2020
22/10/22 7:06,22/10/22 7:23,Light/Core,22/10/22 7:08,67,Apple Watch SE 2020
22/10/22 7:23,22/10/22 7:30,REM,22/10/22 7:22,62,Apple Watch SE 2020
22/10/22 7:30,22/10/22 7:31,Awake,22/10/22 7:32,63,Apple Watch SE 2020
22/10/22 7:31,22/10/22 7:36,Light/Core,22/10/22 7:32,63,Apple Watch SE 2020
22/10/22 7:36,22/10/22 8:09,REM,22/10/22 7:37,62,Apple Watch SE 2020
22/10/22 8:09,22/10/22 8:42,Light/Core,22/10/22 8:07,63,Apple Watch SE 2020
22/10/22 8:42,22/10/22 8:48,Deep,22/10/22 8:42,68,Apple Watch SE 2020
22/10/22 8:48,22/10/22 8:49,Light/Core,22/10/22 8:47,67,Apple Watch SE 2020
22/10/22 8:49,22/10/22 8:52,Deep,22/10/22 8:47,67,Apple Watch SE 2020
22/10/22 8:52,22/10/22 8:54,Light/Core,22/10/22 8:52,69,Apple Watch SE 2020
22/10/22 8:54,22/10/22 8:55,Awake,22/10/22 8:52,69,Apple Watch SE 2020
22/10/22 8:55,22/10/22 8:58,Light/Core,22/10/22 8:52,69,Apple Watch SE 2020
23/10/22 1:43,23/10/22 1:58,Light/Core,23/10/22 1:43,77,Apple Watch SE 2020
23/10/22 1:58,23/10/22 2:21,Deep,23/10/22 1:59,67,Apple Watch SE 2020
23/10/22 2:21,23/10/22 3:03,Light/Core,23/10/22 2:23,62,Apple Watch SE 2020
23/10/22 3:03,23/10/22 3:20,REM,23/10/22 3:05,65,Apple Watch SE 2020
23/10/22 3:20,23/10/22 3:42,Light/Core,23/10/22 3:18,68,Apple Watch SE 2020
23/10/22 3:42,23/10/22 3:51,Deep,23/10/22 3:43,69,Apple Watch SE 2020
23/10/22 3:51,23/10/22 4:30,Light/Core,23/10/22 3:49,71,Apple Watch SE 2020
23/10/22 4:30,23/10/22 4:34,Awake,23/10/22 4:27,64,Apple Watch SE 2020
23/10/22 4:34,23/10/22 4:42,Light/Core,23/10/22 4:36,80,Apple Watch SE 2020
23/10/22 4:42,23/10/22 4:42,Awake,23/10/22 4:43,65,Apple Watch SE 2020
23/10/22 4:42,23/10/22 4:44,Light/Core,23/10/22 4:43,65,Apple Watch SE 2020
23/10/22 4:44,23/10/22 4:54,Awake,23/10/22 4:43,65,Apple Watch SE 2020
23/10/22 4:54,23/10/22 5:15,Light/Core,23/10/22 4:57,71,Apple Watch SE 2020
23/10/22 5:15,23/10/22 5:17,Deep,23/10/22 5:13,72.1127,Apple Watch SE 2020
23/10/22 5:17,23/10/22 5:19,Light/Core,23/10/22 5:18,68,Apple Watch SE 2020
23/10/22 5:19,23/10/22 5:20,Awake,23/10/22 5:18,68,Apple Watch SE 2020
23/10/22 5:20,23/10/22 5:22,Light/Core,23/10/22 5:18,68,Apple Watch SE 2020
23/10/22 5:22,23/10/22 5:24,Awake,23/10/22 5:24,65,Apple Watch SE 2020
23/10/22 5:24,23/10/22 5:44,Light/Core,23/10/22 5:24,65,Apple Watch SE 2020
23/10/22 5:44,23/10/22 6:18,REM,23/10/22 5:43,65,Apple Watch SE 2020
23/10/22 6:18,23/10/22 7:06,Light/Core,23/10/22 6:17,62,Apple Watch SE 2020
23/10/22 7:06,23/10/22 7:11,Deep,23/10/22 7:02,66,Apple Watch SE 2020
23/10/22 7:11,23/10/22 7:18,Light/Core,23/10/22 7:10,66,Apple Watch SE 2020
23/10/22 7:18,23/10/22 7:21,REM,23/10/22 7:20,63,Apple Watch SE 2020
23/10/22 7:21,23/10/22 7:23,Awake,23/10/22 7:22,65,Apple Watch SE 2020
23/10/22 7:23,23/10/22 7:24,Light/Core,23/10/22 7:22,65,Apple Watch SE 2020
23/10/22 7:24,23/10/22 7:25,REM,23/10/22 7:22,65,Apple Watch SE 2020
23/10/22 7:25,23/10/22 7:26,Light/Core,23/10/22 7:27,62,Apple Watch SE 2020
23/10/22 7:26,23/10/22 7:39,REM,23/10/22 7:27,62,Apple Watch SE 2020
23/10/22 7:39,23/10/22 7:41,Awake,23/10/22 7:37,63,Apple Watch SE 2020
23/10/22 7:41,23/10/22 7:46,Light/Core,23/10/22 7:43,64,Apple Watch SE 2020
23/10/22 7:46,23/10/22 7:46,REM,23/10/22 7:47,64,Apple Watch SE 2020
23/10/22 7:46,23/10/22 7:47,Light/Core,23/10/22 7:47,64,Apple Watch SE 2020
23/10/22 7:47,23/10/22 7:49,Awake,23/10/22 7:47,64,Apple Watch SE 2020
23/10/22 7:49,23/10/22 8:37,Light/Core,23/10/22 7:47,64,Apple Watch SE 2020
23/10/22 8:37,23/10/22 9:01,REM,23/10/22 8:39,62,Apple Watch SE 2020
23/10/22 9:01,23/10/22 9:03,Light/Core,23/10/22 9:02,65,Apple Watch SE 2020
